type,title,id,abstract
CompositeResource,Discharge Rating Curve at Logan River near Franklin Basin Basic Aquatic Site (LR_FB_BA),0f92ac668f004648a1f28e76d11b65cd,"This dataset contains a stage-discharge relationship developed for the aquatic site on Logan River near Franklin Basin Basic Aquatic Site (LR_FB_BA). Discharge measurements were collected by a SonTek FlowTracker and a Marsh McBirney Flo-Mate 2000. Measured stage and discharge and the curve are contained in the RatingCurve_LR_FBA_V3 . Information on the site conditions and any issues with discharge measurements are documented in the README file. Files associated with each measurement (e.g., output by the FlowTracker instrument) are contained in the .zip directory. This rating curve was used to generate discharge data through 6/30/2018. New versions of these files may be loaded when new flow measurements are taken. Resulting discharge data is published in the Logan River Observatory operational databases and may be accessed via http://lrodata.usu.edu/tsa/ and https://www.hydroshare.org/resource/1bb3210918414e13b077e87798d4a696/."
RefTimeSeriesResource,USGS discharge information for site 10166430,954c5b40e37342a58e3477a459eb544e,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 10166430, which is located at lat: 40.405226 long: -112.100496"
CompositeResource,Discharge Rating Curve at Logan River near Main Street Bridge Basic Aquatic Site (LR_MainStreet_BA),7ff1ae6051784b1d8dfd3ea6de16c387,"This dataset contains a stage-discharge relationship developed for the Network aquatic site on Logan River near Main Street Bridge Basic Aquatic Site (LR_MainStreet_BA). Discharge measurements were collected by a SonTek FlowTracker. Measured stage and discharge and the curve are contained in the Rating Curve file. Information on the site conditions and any issues with discharge measurements are documented in the README file. Files associated with each measurement (e.g., output by the FlowTracker instrument) are contained in the .zip directory. This rating curve was used to generate discharge data through 6/30/2018. New versions of these files may be loaded when new flow measurements are taken. Resulting discharge data is published in the Logan River Observatory operational databases and may be accessed via http://lrodata.usu.edu/tsa/ and https://www.hydroshare.org/resource/98788289144a48e4b5151ab87a1f8ad5/."
CompositeResource,Discharge Rating Curve at Logan River near Utah Water Research Laboratory west bridge Aquatic Site (LR_WaterLab_AA),5372511f7d4b45488834f20b6468612f,"This dataset contains a stage-discharge relationship developed for the aquatic site on Logan River near the Utah Water Research Laboratory West Bridge Advanced Aquatic Site (LR_WaterLab_AA). Discharge measurements were collected by a SonTek FlowTracker. Measured stage and discharge and the curve are contained in the Rating Curve file. Information on the site conditions and any issues with discharge measurements are documented in the README file. Files associated with each measurement (e.g., output by the FlowTracker instrument) are contained in the .zip directory. This rating curve was used to generate discharge data through 6/30/2018. New versions of these files may be loaded when new flow measurements are taken. Resulting discharge data is published in the Logan River Observatory operational databases and may be accessed via http://lrodata.usu.edu/tsa/ and https://www.hydroshare.org/resource/1b87fe7452624e82a54fa57432b17583/."
CompositeResource,Discharge Rating Curve at Logan River near Mendon Road Advanced Aquatic Site (LR_Mendon_AA),1c41a65ee28a47b0b319070290a30846,"This dataset contains a stage-discharge relationship developed for the aquatic site on Logan River near Mendon Road Advanced Aquatic Site (LR_Mendon_AA). Discharge measurements were collected by a SonTek FlowTracker. Measured stage and discharge and the curve are contained in the Rating Curve file. Information on the site conditions and any issues with discharge measurements are documented in the README file. Files associated with each measurement (e.g., output by the FlowTracker instrument) are contained in the .zip directory. This rating curve was used to generate discharge data through 9/30/2016. New versions of these files may be loaded when new flow measurements are taken. Resulting discharge data is published in the Logan River Observatory operational databases and may be accessed via http://lrodata.usu.edu/tsa/ and https://www.hydroshare.org/resource/e55012dcffe64aaba9a9b39f0329b101/."
RefTimeSeriesResource,USGS discharge information for site 10163000,36a40d6d931740afa8ae49fdfb8a0c64,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 10163000, which is located at lat: 40.23773182 long: -111.69937003"
CompositeResource,Rating Curve Analysis Template - Jupyter Notebook,2a4f540b875b440ebdfbeeb6588ae7ae,"A template Jupyter Python (3) Notebook for analyzing discharge rating curve data. Data is imported from an excel file and analyzed following Herschy 2009.  After an initial analysis, a least squares regression, is performed on the input data. Eventually it would be nice to implement a weighted regression based on uncertainties."
CompositeResource,Discharge Rating Curve at Blacksmith Fork above confluence with Logan River (LR_BSF_BA),be94b555dcfb44b19e6ec4344085018d,"This dataset contains a stage-discharge relationship developed for the aquatic site at Blacksmith Fork above confluence with Logan River (LR_BSF_BA). Discharge measurements were collected by a SonTek FlowTracker. Measured stage and discharge and the curve are contained in the Rating Curve file. Information on the site conditions and any issues with discharge measurements are documented in the README file. Files associated with each measurement (e.g., output by the FlowTracker instrument) are contained in the .zip directory. This rating curve was used to generate discharge data through 6/30/2018. New versions of these files may be loaded when new flow measurements are taken. Resulting discharge data is published in the Logan River Observatory operational databases and may be accessed via http://lrodata.usu.edu/tsa/ or https://www.hydroshare.org/resource/67dc333cb7a9451fab1e926f7bd332bd/."
RefTimeSeriesResource,USGS discharge information for site 10234500,5ef99335b3ac4066b75c7f205dee40e9,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 10234500, which is located at lat: 38.280526 long: -112.568271"
RefTimeSeriesResource,USGS discharge information for site 10150500,d28685eb86474737ae93cc901f78dbb0,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 10150500, which is located at lat: 40.049678 long: -111.547971"
RefTimeSeriesResource,USGS discharge information for site 07300500,a5edecac953d42bca196890fe5206eec,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 07300500, which is located at lat: 34.858394 long: -99.508701"
RefTimeSeriesResource,USGS discharge information for site 07300500,904f256a3305476d8b9b767fd45694fb,"This resource contains a WaterML generated by the Gaugeviewer WaterML application representing the observed discharge data for gauge number 07300500, which is located at lat: 34.858394 long: -99.508701"
RefTimeSeriesResource,USGS discharge information for site 10163000,fcee35b97b50459eb39a874e503d3abe,"This resource contains a WaterML generated by the Gaugeviewer WaterML application representing the observed discharge data for gauge number 10163000, which is located at lat: 40.237732 long: -111.69937"
CompositeResource,"LCZO -- Tropical river suspended sediment and solute dynamics in storms during an extreme drought.   (Water Resource Research)- Rio Icacos, Puerto Rico, turbidity, specific conductance, discharge, and rainfall for storm sampling 8-22-2015 to 9-3-2015",64e2562ab0094385933ae9595f01af7c,"Clark, K.E., Shanley, J.B., Scholl, M.A., Perdrial, N., Perdrial, J.N., Plante, A.F., McDowell W.H. (Water Resource Research) Tropical river suspended sediment and solute dynamics in storms during an extreme drought. 

5 minute resolution - Turbidity, Specific Conductance, Discharge, and Rainfall- derived data including fraction new water, pre-event discharge, quickflow."
CompositeResource,"LCZO -- Tropical river suspended sediment and solute dynamics in storms during an extreme drought. (Water Resource Research) - Rio Mameyes, Puerto Rico, weekly sampling for oxygen and hydrogen isotopes (2007-2015) and for storm sampling Rio Icacos and Mameyes, Puerto Rico -- 8-24-2015 to 8-29-2015",0952e6e9a70e4c42b846870dcf8147e3,"Clark, K.E., Shanley, J.B., Scholl, M.A., Perdrial, N., Perdrial, J.N., Plante, A.F., McDowell W.H. (Water Resource Research) Tropical river suspended sediment and solute dynamics in storms during an extreme drought.

Rio Mameyes and Icacos discharge, suspended sediment, particulate organic carbon (POC), particulate nitrogen (PN), stable isotopes of particulate C and N, C/N, particulate mineralogy, dissolved organic carbon (DOC), anions and cations from 8-24-2015 to 9-2-2015.

Weekly water isotope sampling for Rio Mameyes with mean discharge and z-scores (see paper for full description) 2007 to 2015, storm water isotope sampling for Rio Mameyes with mean discharge and z-scores (see paper for full description) 8-24-2015 to 8-29-2015."
CompositeResource,Spatial-temporal statistics of monthly surface runoff data from the NLDAS model (1979-2013),3f354dd111f24998b37099ebdf478441,"The data set contains the monthly statistics for the SSRUNsfc variable (surface runoff - non-infiltrating) of the North American Land Data Assimilation System Version 2 (NLDAS-2) model. The period of analysis is from 1979-01-02 to 2013-12-31. The statistics for each calendar month are the mean, standard deviation, minimum, maximum, and percentiles in 0.05 interval. The data set also includes a p-value per calendar month of the Kolmogorov-Smirnov (KS) test. The p-value of the KS test shows if the computed empirical cumulative distribution function (CDF) comes from a fitted gamma distribution"
CompositeResource,Spatial-temporal statistics of daily surface runoff data from the NLDAS model (1979-2013),fbc7af608a324a7a9cbbdd415d0a9499,"The data set contains the daily statistics for the SSRUNsfc variable (surface runoff - non-infiltrating) of the North American Land Data Assimilation System Version 2 (NLDAS-2) model. The period of analysis is from 1979-01-02 to 2013-12-31. The statistics for each calendar month are the mean, standard deviation, minimum, maximum, probability of event, and percentiles in 0.05 interval. The data set also includes a p-value per calendar day of the Kolmogorov-Smirnov (KS) test. The p-value of the KS test shows if the computed empirical cumulative distribution function (CDF) comes from a fitted gamma distribution given that there was a runoff event."
CompositeResource,"Kosñipata River discharge at San Pedro and Wayqecha, Peru (Clark et al. 2014)",5f432a520370472683b543d493f136d1,"Please cite: Clark, K. E., Torres, M. A., West, A. J., Hilton, R. G., New, M., Horwath, A. B., Fisher, J. B., Rapp, J. M., Robles Caceres, A., and Malhi, Y. (2014), The hydrological regime of a forested tropical Andean catchment, Hydrology and Earth System Sciences, 18, 5377-5397, doi: 10.5194/hess-18-5377-2014.

Sheet 1: Discharge measurements at the San Pedro gauging station (1360 m.a.s.l.), along the Kosñipata River, in the Andes of Peru. The Kosñipata River at the San Pedro gauging station drains an area of 164.4 km2. Field measurements consisted of river height, flow velocity, and cross-sectional area, which together allowed us to estimate discharge and runoff over the study period. River stage height was measured from January 2010 to February 2011 using a river logger (GlobalWater WL16 Data Logger, range 0–9 m), recording river level every 15 min. The instantaneous discharge associated with each height measurement was calculated based on calibrated stage–discharge relationships. The Kosñipata River discharge at San Pedro was measured through a complete water year,  with a 31-day gap partly in July and August (during low flow) that was covered by three manual measurements and the gap was filled using linear interpolation.

Sheet 2: Weekly to monthly discharge measurements at the Wayqecha gauging station (2250 m.a.s.l), along the Kosñipata River, in the Andes of Peru. The Wayqecha sub-catchment a nested catchment upstream of the San Pedro gauging station. It  encompasses the headwaters of the Kosñipata River, draining an area of 48.5 km2 (See the supplementary information in Clark et al. 2014). Locations of the San Pedro and Wayqecha gauging stations are provided as GIS coverages in a companion dataset. 

This product was created by Kathryn Clark (kathryn.clark23@gmail.com). 

Other related datasets from Clark et al. (2014):

Clark, K., J. West, R. Hilton (2017). Andes-Amazon gauging stations (Clark et al. 2014), HydroShare, http://www.hydroshare.org/resource/b541f44606a44a4a911e0e09d1b88d74
Clark, K., J. West, R. Hilton (2017). Kosñipata River at San Pedro, Peru (Clark et al. 2014), HydroShare, http://www.hydroshare.org/resource/b54b1cc138c54004a669f91a5351166e
Clark, K., J. West, R. Hilton (2017). Catchment boundary, Kosñipata River at San Pedro, Peru (Clark et al. 2014), HydroShare, http://www.hydroshare.org/resource/0677a428cbd64d0ab62f7ab7a8e112f3
Clark, K., J. West, R. Hilton (2017). Catchment boundary, Kosñipata River at Wayqecha, Peru (Clark et al. 2014), HydroShare, http://www.hydroshare.org/resource/8a21d07106564bcdb2d183c77a5de877





"
RefTimeSeriesResource,USGS discharge information for site 12155300,f856170706b54184a9f2fec418bea37b,"This resource contains a WaterML retrieved from the USGS IV service by the Gaugeviewer WaterML application representing observed discharge data for gauge number 12155300, which is located at lat: 47.93482 long: -122.073185"
CompositeResource,Measuring Aquatic Habitat to Support Environmental Modeling and Local Fisheries in Northern Utah,f75d6c798977457da436819c31a887d3,"This data set contains measurements for discharge in cfs and cms, stream temperature in °C , dissolved oxygen (DO) in mg/L and %/L, total dissolved solids (TDS) in µs/cm, pebble count, and geomorphic condition, at sites in the Weber River Basin and Bear River Basin. Discharge was measured using a Marsh McBurney hand-held flowmeter. DO, TDS, and stream temperature were measured using a YSI Pro 2030 water quality probe. Pebble count was conducted using a modified Wolman procedure where a random pebble is picked up every step diagonally across a stream in a zig-zag pattern until at least 100 pebbles are measured. The pebble is then measured to obtain size and recorded.  Geomorphic condition was assessed visually by taking note of conditions such as stream complexity (presence or lack of pools, riffles, meandering thalweg etc.), percent shade on stream, flow and depth variability, bank stability, access to floodplain, wood recruitment, unnatural barriers and condition and quantity of riparian vegetation. Based on the these conditions, a classification of excellent, good, moderate, or poor was assigned. Atmospheric pressure, wind speed and air temperature were measured with a Kestrel handheld weather meter, cloud cover was assessed visually. A site key in addition to the date, time and location (latitude/longitude and UTM) is included.  Not all sites have values for discharge and pebble count due to hazardous conditions. "
CompositeResource,"White Clay Creek - Stage, Streamflow / Discharge (1968-2014)",0886014659d443d4a2b9b189c96bab68,"Continuous streamflow data collected by the Stroud Water Research Center within the 3rd-order research watershed, White Clay Creek above McCue Road.

Variables:  Gage height, Discharge

Date Range:  (1968-2014)

Dataset Creators/Authors:  Stroud Water Research Center

Contact:  Sara G. Damiano, Stroud Water Research Center, 970 Spencer Road, Avondale, PA 19311, <sdamiano@stroudcenter.org>
Denis Newbold, Stroud Water Research Center, 970 Spencer Road, Avondale, PA 19311. <newbold@stroudcenter.org>
Anthony Aufdenkampe, Stroud Water Research Center, 970 Spencer Road, Avondale, PA 1931.1 <aufdenkampe@stroudcenter.org> 

Field Area:   White Clay Creek @ SWRC | Christina River Basin

Copied from:
Stroud Water Research Center (2014). ""CZO Dataset: White Clay Creek - Stage, Streamflow / Discharge (1968-2014)."" Retrieved 09 Nov 2017, from http://criticalzone.org/christina/data/dataset/2464/.

NOTE: does not include data in this CZO Data listing that was from this site: WCC2154: White Clay Creek, west branch at Rt. 926, downstream side.

In addition,  Aufdenkampe added an example Jupyter Notebook in Python (CZODisplaytoDataFrame_WCC-Flow.ipynb), to create a single concatenated data frame and export to a single CSV file (CRB_WCC_STAGEFLOW_from_df.csv). The full example can be found at https://github.com/aufdenkampe/EnviroDataScripts/tree/master/CZODisplayParsePlot."
ModelInstanceResource,HEC-HMS model for the Rivanna River Watershed,952e062d1a2e498cbbdf2ae1ef5c2eae,This is and HEC-HMS model for direct runoff in a watershed in the Rivanna River basin created for a graduate course in Hydrology at the University of Virginia.  This watershed was delineated in ArcGIS using the USGS discharge gage 01665500 as the pour point. Runoff was modeled using the SCS curve number method. CN was estimated using land use data in ArcGIS. Transform method used was the SCS unit hydrograph. The basin was subdivided into three subbasins which were routed using the Muskingum routing method. Parameters for the Mukingum method were determined using ArcGIS. The model was calibrated to a storm occurring on 29 December 2013 and verified using a second storm occurring on 25 January 2003. The Nash-Sutcliffe goodness of fit value for the verification storm was determined to be 0.825.
ModelInstanceResource,"HEC-HMS 4.2.1 Model for Rapidan River Watershed, VA",7c90199ee71b4c3b90b311f16b871b62,"HEC-HMS 4.2.1 can be used to accurately route stream flow through a selected watershed. A model of the Rapidan River Watershed, VA was calibrated using a precipitation event occurring on April 2nd, 2005 at 15:00PM. The baseflow method chosen was the recession method and Muskingum routing was used as a routing method. Optimization trials were used once the model closely resembled the observed precipitation event. Model accuracy was determined by the Nash-Sutcliffe model efficiency coefficient and Peak Volume of discharge, before testing the model with additional precipitation events of similar size and seasonal occurrence. Peak discharge volume was unable to match the observed data for additional storms. The model was able to predict the time of peak discharge with accuracy, all three storm peaks reported within 15 minutes of observed data. Since this model was able to accurately predict the time of the peak discharge, it is still possible to use this model for temporal flow routing through the Rapidan River Watershed. It would  not be accurate to use this model to quantify the amount of discharge occurring during a precipitation event."
ModelInstanceResource,"Short Pump, Virginia Discharge Evaluation",a9ed01021f5241128185f8267e9dce49,"ArcGIS was used to calculate parameters for the Soil Conservation Service (SCS) Unit Hydrograph to study the change in discharge data after changes in land use/cover because of the construction 1.3million Square-Foot Mall. The area being studied is in Short Pump Virginia where major retail and housing construction has occurred. The main focus is to observe the changes in discharge trends before and after Short Pump Town Center was built in 2003. The Soil Conservation Service also uses a Curve Number method that takes into account land use/cover, hydrological soil groups, and geography of the watershed. These parameters are then used in The Hydrologic Modeling System (HEC-HMS) designed by the US Army Corps of Engineers to model frequency storms. In the future observed discharge data was also collected to compare the accuracy of the HEC-HMS models."
